commune,region,population,part_65_plus_pct,densite_hab_km2,revenu_median_uc,loyer_m2,nb_audioprothesistes_2022,hab_par_audio,nb_orl_liberaux_2022
Fontaine-la-Rivière,11 - Île-de-France,193,14.0,52.3,26610.0,13.4,0,193.0,0
Dolving,44 - Grand Est,349,19.6,52.4,21570.0,8.1,0,349.0,0
Rejet-de-Beaulieu,32 - Hauts-de-France,251,20.6,39.53,19880.0,9.0,0,251.0,0
Pointel,28 - Normandie,319,19.7,42.42,22020.0,7.0,0,319.0,0
Saint-Pathus,11 - Île-de-France,6094,9.3,1136.94,25830.0,14.1,0,6094.0,0
Pouillé,52 - Pays de la Loire,636,20.3,36.38,20450.0,8.1,0,636.0,0
Printzheim,44 - Grand Est,203,18.7,47.21,21960.0,10.0,0,203.0,0
Sainte-Pallaye,27 - Bourgogne-Franche-Comté,108,20.9,26.54,20150.0,7.9,0,108.0,0
Étauliers,75 - Nouvelle-Aquitaine,1484,20.7,114.33,18670.0,9.0,0,1484.0,0
Pontis,93 - Provence-Alpes-Côte d'Azur,88,35.4,6.24,,9.3,0,88.0,0
Montgobert,32 - Hauts-de-France,194,18.2,17.35,23050.0,9.3,0,194.0,0
Boissy-le-Cutté,11 - Île-de-France,1318,13.9,287.77,25090.0,14.0,0,1318.0,0
Sierville,28 - Normandie,1051,16.7,66.06,23640.0,10.7,0,1051.0,0
Perche en Nocé,28 - Normandie,2029,19.6,23.42,20840.0,7.2,0,2029.0,0
Saint-Germain-la-Campagne,28 - Normandie,877,19.6,39.45,20170.0,10.2,0,877.0,0
Guisy,32 - Hauts-de-France,271,19.4,233.62,21090.0,8.9,0,271.0,0
Azzana,94 - Corse,54,35.2,4.5,,9.9,0,54.0,0
Calamane,76 - Occitanie,457,18.2,60.13,22710.0,9.4,0,457.0,0
Vasselay,24 - Centre-Val de Loire,1474,16.8,72.93,24510.0,8.0,0,1474.0,0
La Ferté-Hauterive,84 - Auvergne-Rhône-Alpes,288,21.0,15.25,20250.0,7.2,0,288.0,0
Labéjan,76 - Occitanie,299,19.2,15.98,22120.0,8.3,0,299.0,0
Hon-Hergies,32 - Hauts-de-France,862,17.2,78.22,23520.0,9.8,0,862.0,0
Le Ham,28 - Normandie,309,21.3,80.05,19290.0,8.0,0,309.0,0
Pontgouin,24 - Centre-Val de Loire,1097,18.8,43.6,22010.0,8.3,0,1097.0,0
Boeschepe,32 - Hauts-de-France,2179,17.2,160.34,22270.0,10.0,0,2179.0,0
Saint-Denis-des-Puits,24 - Centre-Val de Loire,139,18.7,10.27,22330.0,9.5,0,139.0,0
Autainville,24 - Centre-Val de Loire,446,18.3,17.83,23070.0,8.6,0,446.0,0
Romeny-sur-Marne,32 - Hauts-de-France,502,17.6,118.68,22510.0,11.1,0,502.0,0
Voglans,84 - Auvergne-Rhône-Alpes,1897,14.0,410.61,24840.0,12.8,0,1897.0,0
Barrais-Bussolles,84 - Auvergne-Rhône-Alpes,191,22.2,7.54,18520.0,7.6,0,191.0,0
Tiviers,84 - Auvergne-Rhône-Alpes,174,20.1,12.86,21840.0,6.6,0,174.0,0
Gélannes,44 - Grand Est,733,19.7,60.43,21270.0,7.8,0,733.0,0
Villeneuve-Saint-Germain,32 - Hauts-de-France,2464,18.9,542.73,19060.0,9.7,0,2464.0,0
Nauviale,76 - Occitanie,574,20.6,21.92,20210.0,7.9,0,574.0,0
Algolsheim,44 - Grand Est,1132,15.5,156.79,25180.0,10.3,0,1132.0,0
Venteuges,84 - Auvergne-Rhône-Alpes,343,22.2,8.72,18600.0,7.2,0,343.0,0
Noyal,53 - Bretagne,927,18.1,136.32,23010.0,8.0,0,927.0,0
Saint-Martin-aux-Buneaux,28 - Normandie,655,19.7,80.47,20490.0,9.4,0,655.0,0
La Gaubretière,52 - Pays de la Loire,3085,18.1,101.71,21650.0,7.7,0,3085.0,0
Saint-Germain-sur-Renon,84 - Auvergne-Rhône-Alpes,244,15.7,15.44,26320.0,9.4,0,244.0,0
Chars,11 - Île-de-France,2078,14.4,124.36,24360.0,13.7,0,2078.0,0
Verchocq,32 - Hauts-de-France,630,21.1,40.49,18810.0,9.2,0,630.0,0
Aunou-sur-Orne,28 - Normandie,265,19.6,14.69,22190.0,7.1,0,265.0,0
Fontaine-de-Vaucluse,93 - Provence-Alpes-Côte d'Azur,585,20.0,81.93,18850.0,12.0,0,585.0,0
Velleguindry-et-Levrecey,27 - Bourgogne-Franche-Comté,153,19.6,14.52,22420.0,6.8,0,153.0,0
Gilette,93 - Provence-Alpes-Côte d'Azur,1594,16.1,156.58,22600.0,13.2,0,1594.0,0
Parent,84 - Auvergne-Rhône-Alpes,876,17.4,232.98,23720.0,8.1,0,876.0,0
Bailleau-le-Pin,24 - Centre-Val de Loire,1558,17.4,94.2,22840.0,9.5,0,1558.0,0
Le Plessier-sur-Saint-Just,32 - Hauts-de-France,521,18.4,68.28,21770.0,10.6,0,521.0,0
Fournets-Luisans,27 - Bourgogne-Franche-Comté,713,13.3,25.73,29180.0,9.4,0,713.0,0
Étalleville,28 - Normandie,448,19.7,126.2,20780.0,8.9,0,448.0,0
Ségry,24 - Centre-Val de Loire,500,18.9,15.12,23250.0,6.5,0,500.0,0
Lamaronde,32 - Hauts-de-France,67,35.4,26.27,,9.2,0,67.0,0
Bercloux,75 - Nouvelle-Aquitaine,441,19.8,47.17,21220.0,8.1,0,441.0,0
Chocques,32 - Hauts-de-France,2841,19.3,357.36,19090.0,8.8,0,2841.0,0
Imbleville,28 - Normandie,305,20.4,57.77,20190.0,8.7,0,305.0,0
Heuqueville,28 - Normandie,716,15.0,141.78,26130.0,10.4,0,716.0,0
Crampagna,76 - Occitanie,852,18.6,85.03,22100.0,8.8,0,852.0,0
Montreuil-sur-Barse,44 - Grand Est,294,16.7,22.39,25010.0,9.2,0,294.0,0
Igoville,28 - Normandie,1742,15.6,310.52,24290.0,10.2,0,1742.0,0
Auvers-le-Hamon,52 - Pays de la Loire,1472,20.0,30.78,20620.0,7.3,0,1472.0,0
Caves,76 - Occitanie,886,21.0,97.04,19060.0,8.3,0,886.0,0
Saint-Samson-sur-Rance,53 - Bretagne,1614,18.1,257.42,22070.0,8.3,0,1614.0,0
Malaussène,93 - Provence-Alpes-Côte d'Azur,316,19.3,16.22,21010.0,10.2,0,316.0,0
Esclainvillers,32 - Hauts-de-France,167,19.9,29.93,20330.0,10.1,0,167.0,0
Saint-Angel,75 - Nouvelle-Aquitaine,707,20.2,14.87,21190.0,6.8,0,707.0,0
Entraigues,84 - Auvergne-Rhône-Alpes,667,17.7,68.62,23280.0,9.2,0,667.0,0
Puycornet,76 - Occitanie,733,19.6,26.69,21310.0,8.1,0,733.0,0
Saint-Marcel,44 - Grand Est,344,18.6,31.73,23640.0,9.0,2,114.66666666666667,0
Surjoux-Lhopital,84 - Auvergne-Rhône-Alpes,137,16.8,17.15,25290.0,8.6,0,137.0,0
Baraqueville,76 - Occitanie,3144,19.4,93.74,21810.0,8.8,2,1048.0,0
Montereau-sur-le-Jard,11 - Île-de-France,510,12.5,45.17,27880.0,14.4,0,510.0,0
Chaourse,32 - Hauts-de-France,544,21.9,29.25,18590.0,7.6,0,544.0,0
Crottes-en-Pithiverais,24 - Centre-Val de Loire,339,18.3,24.84,22510.0,9.8,0,339.0,0
Olmeta-di-Tuda,94 - Corse,514,18.5,29.54,21460.0,11.1,0,514.0,0
Occoches,32 - Hauts-de-France,128,20.5,18.05,20260.0,8.7,0,128.0,0
Sourdun,11 - Île-de-France,1494,17.9,64.04,21520.0,11.0,0,1494.0,0
Villebret,84 - Auvergne-Rhône-Alpes,1319,17.8,85.98,23410.0,7.6,0,1319.0,0
Pouxeux,44 - Grand Est,1993,20.0,138.79,20800.0,8.1,1,996.5,0
Soumaintrain,27 - Bourgogne-Franche-Comté,219,19.9,20.64,21930.0,6.8,0,219.0,0
Herré,75 - Nouvelle-Aquitaine,141,21.4,6.09,19210.0,8.4,0,141.0,0
Hérissart,32 - Hauts-de-France,648,17.3,87.69,23730.0,9.3,0,648.0,0
Fontaine-Française,27 - Bourgogne-Franche-Comté,890,19.9,29.03,21170.0,7.3,0,890.0,0
Mialos,75 - Nouvelle-Aquitaine,129,19.7,28.41,21210.0,8.9,0,129.0,0
Saint-Léons,76 - Occitanie,407,20.0,12.37,21030.0,8.1,0,407.0,0
Douai,32 - Hauts-de-France,39634,17.6,2347.99,17590.0,10.7,8,4403.777777777777,2
Gabat,75 - Nouvelle-Aquitaine,267,19.9,32.13,21370.0,7.8,0,267.0,0
Oisseau,52 - Pays de la Loire,1171,20.6,38.08,20540.0,6.2,0,1171.0,0
Saint-Gence,75 - Nouvelle-Aquitaine,2154,16.6,98.94,23340.0,9.7,0,2154.0,0
Figari,94 - Corse,1465,19.4,14.62,19180.0,11.9,0,1465.0,0
Puyrolland,75 - Nouvelle-Aquitaine,204,21.7,15.72,18880.0,8.1,0,204.0,0
Azé,24 - Centre-Val de Loire,1014,19.8,31.76,22110.0,7.2,1,507.0,0
Ham-sur-Meuse,44 - Grand Est,235,19.3,37.96,21840.0,8.5,0,235.0,0
Notre-Dame-du-Bec,28 - Normandie,453,17.0,113.53,23670.0,10.4,0,453.0,0
Hundsbach,44 - Grand Est,354,12.5,87.84,29660.0,10.8,0,354.0,0
Berteaucourt-lès-Thennes,32 - Hauts-de-France,435,15.8,166.03,25080.0,10.6,0,435.0,0
Isserpent,84 - Auvergne-Rhône-Alpes,544,21.3,20.68,19400.0,7.6,0,544.0,0
Fresnes-en-Woëvre,44 - Grand Est,666,20.2,73.35,20870.0,7.2,0,666.0,0
Saint-Victor-de-Morestel,84 - Auvergne-Rhône-Alpes,1086,18.1,82.71,22480.0,9.0,0,1086.0,0
Kirrwiller,44 - Grand Est,528,17.0,107.98,23820.0,10.0,0,528.0,0
Marcillé,75 - Nouvelle-Aquitaine,753,20.8,41.33,20020.0,7.3,0,753.0,0
Bapaume,32 - Hauts-de-France,3817,21.3,662.67,17640.0,9.1,2,1272.3333333333333,0
Vallan,27 - Bourgogne-Franche-Comté,684,19.2,58.46,21890.0,7.9,0,684.0,0
Wailly-Beaucamp,32 - Hauts-de-France,1017,18.2,70.97,21780.0,10.3,0,1017.0,0
Mausoléo,94 - Corse,20,34.6,1.03,,11.5,0,20.0,0
Saint-Gratien,32 - Hauts-de-France,380,17.2,54.68,24800.0,10.3,2,126.66666666666667,0
Orbais-l'Abbaye,44 - Grand Est,550,20.5,34.31,19650.0,9.2,0,550.0,0
Vrigne aux Bois,44 - Grand Est,3598,19.1,159.42,19510.0,8.2,0,3598.0,0
Archail,93 - Provence-Alpes-Côte d'Azur,15,35.7,1.15,,8.5,0,15.0,0
Peyrieu,84 - Auvergne-Rhône-Alpes,879,18.6,62.21,22000.0,9.0,0,879.0,0
Vaudes,44 - Grand Est,713,20.5,94.19,20380.0,7.2,0,713.0,0
Pouzols,76 - Occitanie,963,17.4,325.34,22520.0,9.9,0,963.0,0
Marsac,75 - Nouvelle-Aquitaine,664,22.0,33.76,18630.0,7.0,0,664.0,0
Abitain,75 - Nouvelle-Aquitaine,106,20.8,16.08,20250.0,7.9,0,106.0,0
Truyes,24 - Centre-Val de Loire,2440,16.5,148.87,23140.0,9.7,0,2440.0,0
Gavisse,44 - Grand Est,565,11.6,136.14,31140.0,9.7,0,565.0,0
Aubigny,28 - Normandie,308,18.8,61.35,22050.0,9.2,0,308.0,0
Burthecourt-aux-Chênes,44 - Grand Est,122,17.7,21.82,23410.0,9.9,0,122.0,0
La Douze,75 - Nouvelle-Aquitaine,1157,20.2,50.2,20060.0,8.2,0,1157.0,0
Cutry,32 - Hauts-de-France,130,17.1,27.14,23310.0,11.7,0,130.0,0
Bruville,44 - Grand Est,226,19.1,20.91,21990.0,8.8,0,226.0,0
Saint-Victor-sur-Arlanc,84 - Auvergne-Rhône-Alpes,91,36.3,7.66,,6.7,0,91.0,0
Desnes,27 - Bourgogne-Franche-Comté,482,20.0,53.2,20960.0,7.9,0,482.0,0
Charcenne,27 - Bourgogne-Franche-Comté,327,18.8,45.67,23050.0,7.2,0,327.0,0
Cast,53 - Bretagne,1545,19.5,41.02,20780.0,8.1,0,1545.0,0
Chenôve,27 - Bourgogne-Franche-Comté,14216,18.9,1915.9,17660.0,11.0,5,2369.3333333333335,0
Virey-sous-Bar,44 - Grand Est,613,21.7,56.5,18910.0,7.2,0,613.0,0
Villiers-sur-Seine,11 - Île-de-France,299,18.2,26.3,22440.0,10.2,0,299.0,0
Quelaines-Saint-Gault,52 - Pays de la Loire,2139,19.8,50.63,20310.0,7.3,0,2139.0,0
Autrey-lès-Cerre,27 - Bourgogne-Franche-Comté,236,21.2,43.07,19690.0,7.6,0,236.0,0
Mesnil-Follemprise,28 - Normandie,124,20.8,16.58,19630.0,9.1,0,124.0,0
Byans-sur-Doubs,27 - Bourgogne-Franche-Comté,576,18.6,58.12,21870.0,9.7,0,576.0,0
Lanvaudan,53 - Bretagne,800,20.4,43.72,20350.0,7.6,0,800.0,0
Fouquières-lès-Lens,32 - Hauts-de-France,6399,16.6,1545.65,16860.0,9.9,0,6399.0,0
Granges-Narboz,27 - Bourgogne-Franche-Comté,1247,10.8,76.88,31340.0,10.7,0,1247.0,0
Fourneaux,84 - Auvergne-Rhône-Alpes,682,19.2,135.32,21450.0,8.4,0,682.0,0
Ménétréol-sur-Sauldre,24 - Centre-Val de Loire,208,20.6,4.15,20650.0,7.5,0,208.0,0
Bellou-en-Houlme,28 - Normandie,1096,20.9,28.3,19540.0,7.5,0,1096.0,0
Allamps,44 - Grand Est,503,19.3,69.76,21740.0,8.1,0,503.0,0
Bilwisheim,44 - Grand Est,491,14.8,191.8,26300.0,10.6,0,491.0,0
Veyrignac,75 - Nouvelle-Aquitaine,337,22.5,35.32,18420.0,6.5,0,337.0,0
Orconte,44 - Grand Est,385,20.7,28.21,20330.0,7.5,0,385.0,0
Saint-Chartier,24 - Centre-Val de Loire,502,21.8,18.24,19180.0,6.7,0,502.0,0
Pierrefitte-en-Cinglais,28 - Normandie,252,21.1,23.51,19800.0,7.7,0,252.0,0
Montilly-sur-Noireau,28 - Normandie,722,20.0,65.46,20940.0,7.5,0,722.0,0
Margny-lès-Compiègne,32 - Hauts-de-France,8521,14.8,1279.43,22110.0,12.5,2,2840.3333333333335,0
Houtaud,27 - Bourgogne-Franche-Comté,1094,13.3,138.66,27990.0,10.6,0,1094.0,0
Grabels,76 - Occitanie,8603,14.6,529.74,22360.0,12.8,1,4301.5,0
Saint-Pierre-le-Viger,28 - Normandie,260,20.8,47.71,19300.0,9.4,0,260.0,0
Haux,75 - Nouvelle-Aquitaine,84,36.0,4.94,,7.5,0,84.0,0
Sailly-lez-Cambrai,32 - Hauts-de-France,457,19.1,139.33,21040.0,9.8,0,457.0,0
Souyeaux,76 - Occitanie,307,18.4,51.0,22980.0,8.4,0,307.0,0
Yainville,28 - Normandie,1046,18.3,316.01,21190.0,10.0,0,1046.0,0
Athienville,44 - Grand Est,175,19.9,13.5,21240.0,8.2,0,175.0,0
Pringy,44 - Grand Est,426,18.3,27.77,22780.0,9.0,0,426.0,0
Saint-Rémy-au-Bois,32 - Hauts-de-France,103,21.9,25.43,17880.0,9.6,0,103.0,0
Romain,27 - Bourgogne-Franche-Comté,210,17.2,34.6,24650.0,8.5,0,210.0,0
Saint-Pardoux-Soutiers,75 - Nouvelle-Aquitaine,1869,20.1,47.11,20240.0,7.0,0,1869.0,0
Herran,76 - Occitanie,75,36.0,4.88,,7.5,0,75.0,0
Rieux,44 - Grand Est,197,20.3,17.04,20720.0,8.1,0,197.0,0
Tavel,76 - Occitanie,1994,16.8,99.9,22300.0,11.4,0,1994.0,0
Poligny,11 - Île-de-France,789,17.2,28.86,25010.0,9.7,2,263.0,0
Crouy-sur-Ourcq,11 - Île-de-France,1869,16.6,96.24,22570.0,11.6,0,1869.0,0
Échannay,27 - Bourgogne-Franche-Comté,131,18.0,18.25,23860.0,8.1,0,131.0,0
Étaples,32 - Hauts-de-France,10926,19.3,843.71,17440.0,9.7,2,3642.0,1
Annéot,27 - Bourgogne-Franche-Comté,124,17.7,20.23,24260.0,8.1,0,124.0,0
Saint-Lambert-sur-Dive,28 - Normandie,143,21.0,18.5,20350.0,7.0,0,143.0,0
Chasse-sur-Rhône,84 - Auvergne-Rhône-Alpes,6128,14.3,774.72,21460.0,10.7,0,6128.0,0
Saint-Cyr-Montmalin,27 - Bourgogne-Franche-Comté,242,18.9,23.7,22550.0,8.1,0,242.0,0
Ambérieux-en-Dombes,84 - Auvergne-Rhône-Alpes,1720,16.2,108.04,24270.0,9.4,0,1720.0,0
Prosnes,44 - Grand Est,488,15.7,14.88,25020.0,11.5,0,488.0,0
Chelle-Debat,76 - Occitanie,208,21.2,23.94,19330.0,8.4,0,208.0,0
Aunou-le-Faucon,28 - Normandie,245,18.7,36.62,23330.0,7.0,0,245.0,0
Furdenheim,44 - Grand Est,1313,14.1,225.99,26490.0,10.7,0,1313.0,0
Vouhé,75 - Nouvelle-Aquitaine,374,22.1,26.81,18630.0,7.1,0,374.0,0
Lédenon,76 - Occitanie,1590,18.1,81.79,21470.0,10.2,0,1590.0,0
Breuil-Barret,52 - Pays de la Loire,610,21.7,41.38,19110.0,6.8,0,610.0,0
Sainte-Hélène-du-Lac,84 - Auvergne-Rhône-Alpes,784,15.7,110.58,25030.0,10.6,0,784.0,0
Têche,84 - Auvergne-Rhône-Alpes,574,18.0,114.12,22670.0,9.4,0,574.0,0
Entre-deux-Eaux,44 - Grand Est,501,19.4,59.15,21800.0,7.7,0,501.0,0
Arbecey,27 - Bourgogne-Franche-Comté,251,20.7,15.02,21120.0,6.1,0,251.0,0
Lagardelle-sur-Lèze,76 - Occitanie,3107,15.5,225.47,23630.0,10.0,0,3107.0,0
Puttelange-lès-Thionville,44 - Grand Est,992,9.8,92.97,32510.0,11.3,0,992.0,0
Monfréville,28 - Normandie,90,21.1,12.47,19620.0,8.3,0,90.0,0
Champeix,84 - Auvergne-Rhône-Alpes,1382,19.3,114.03,20670.0,8.7,0,1382.0,0
Harréville-les-Chanteurs,44 - Grand Est,285,21.9,18.08,18880.0,7.3,0,285.0,0
Scientrier,84 - Auvergne-Rhône-Alpes,1143,11.0,158.53,28810.0,15.0,0,1143.0,0
Hohrod,44 - Grand Est,372,17.9,67.76,23890.0,7.7,0,372.0,0
Mendionde,75 - Nouvelle-Aquitaine,845,20.0,39.36,20630.0,8.0,0,845.0,0
Lagny,32 - Hauts-de-France,529,19.1,49.12,21410.0,9.3,0,529.0,0
Moiron,27 - Bourgogne-Franche-Comté,129,20.5,69.73,20660.0,7.5,0,129.0,0
Landrecies,32 - Hauts-de-France,3479,20.8,160.32,17250.0,8.2,0,3479.0,0
Le Vaudioux,27 - Bourgogne-Franche-Comté,174,19.3,28.95,21840.0,8.5,0,174.0,0
Réparsac,75 - Nouvelle-Aquitaine,597,17.9,53.98,23210.0,8.8,0,597.0,0
Saint-Laurent-de-Lévézou,76 - Occitanie,152,21.1,6.52,19680.0,8.1,0,152.0,0
Wahlbach,44 - Grand Est,494,10.9,77.07,31670.0,10.8,0,494.0,0
Deuillet,32 - Hauts-de-France,214,19.4,56.91,21760.0,8.2,0,214.0,0
Oinville-Saint-Liphard,24 - Centre-Val de Loire,277,17.3,12.72,23850.0,9.8,0,277.0,0
Gannes,32 - Hauts-de-France,341,18.1,39.84,22320.0,10.5,0,341.0,0
La Louptière-Thénard,44 - Grand Est,289,17.6,21.13,23270.0,10.1,0,289.0,0
Rochebrune,84 - Auvergne-Rhône-Alpes,58,35.7,3.59,,8.3,0,58.0,0
Saint-Martin-Rivière,32 - Hauts-de-France,113,22.6,20.47,17850.0,7.7,0,113.0,0
Sully,27 - Bourgogne-Franche-Comté,491,20.0,15.42,21330.0,7.2,0,491.0,0
Saint-Laurent,75 - Nouvelle-Aquitaine,525,20.7,119.32,19390.0,8.7,0,525.0,0
Ablis,11 - Île-de-France,3443,12.4,132.83,26320.0,12.9,0,3443.0,0
Malmerspach,44 - Grand Est,503,18.9,189.1,21130.0,9.8,0,503.0,0
Saint-Quentin-Fallavier,84 - Auvergne-Rhône-Alpes,6083,16.7,266.45,21570.0,11.7,1,3041.5,0
Pelleautier,93 - Provence-Alpes-Côte d'Azur,731,17.6,57.06,23550.0,8.7,0,731.0,0
Sivry-la-Perche,44 - Grand Est,274,19.6,22.51,22010.0,7.2,0,274.0,0
Angous,75 - Nouvelle-Aquitaine,100,35.8,16.08,,7.9,0,100.0,0
Loutehel,53 - Bretagne,253,21.5,35.09,19390.0,7.3,0,253.0,0
Biarne,27 - Bourgogne-Franche-Comté,408,18.3,65.7,23020.0,8.3,0,408.0,0
Aubigné-sur-Layon,52 - Pays de la Loire,368,20.5,69.17,20720.0,7.0,0,368.0,0
Lécluse,32 - Hauts-de-France,1375,19.7,277.22,19310.0,9.6,0,1375.0,0
Saint-Mars-de-Coutais,52 - Pays de la Loire,2591,16.6,74.73,22600.0,10.5,0,2591.0,0
Rémering-lès-Puttelange,44 - Grand Est,1058,18.0,114.5,22540.0,8.9,0,1058.0,0
Villefranche-de-Lonchat,75 - Nouvelle-Aquitaine,972,21.5,64.89,18100.0,8.7,0,972.0,0
Lépin-le-Lac,84 - Auvergne-Rhône-Alpes,460,17.3,90.02,22840.0,11.2,0,460.0,0
Saint-Roman-de-Malegarde,93 - Provence-Alpes-Côte d'Azur,328,19.2,39.95,21280.0,9.6,0,328.0,0
Franclens,84 - Auvergne-Rhône-Alpes,536,12.6,99.81,30370.0,8.6,0,536.0,0
Brusvily,53 - Bretagne,1186,19.5,100.25,20750.0,8.3,0,1186.0,0
Hammeville,44 - Grand Est,178,18.6,32.66,23000.0,8.0,0,178.0,0
Écoche,84 - Auvergne-Rhône-Alpes,527,20.5,45.04,20750.0,6.8,0,527.0,0
Uzelle,27 - Bourgogne-Franche-Comté,172,20.3,14.64,20460.0,8.6,0,172.0,0
La Chapelle-Saint-Maurice,84 - Auvergne-Rhône-Alpes,116,16.8,17.9,23430.0,12.2,0,116.0,0
Coulombs-en-Valois,11 - Île-de-France,565,17.0,25.21,23110.0,11.6,0,565.0,0
Sarrola-Carcopino,94 - Corse,3268,17.5,120.99,21070.0,15.1,2,1089.3333333333333,0
Saint-Georges,76 - Occitanie,180,19.6,11.38,21550.0,8.3,0,180.0,0
Lavancia-Epercy,27 - Bourgogne-Franche-Comté,636,18.1,60.23,23420.0,7.7,0,636.0,0
Rémeling,44 - Grand Est,314,17.8,48.53,23100.0,9.7,0,314.0,0
Ardin,75 - Nouvelle-Aquitaine,1237,19.2,41.8,21440.0,7.9,0,1237.0,0
Marcoing,32 - Hauts-de-France,1894,19.1,125.35,19870.0,10.0,0,1894.0,0
Torcieu,84 - Auvergne-Rhône-Alpes,728,18.8,67.91,21800.0,8.9,0,728.0,0
Neuf-Marché,28 - Normandie,667,17.5,37.66,22380.0,11.5,0,667.0,0
Anse,84 - Auvergne-Rhône-Alpes,7443,15.3,488.71,23820.0,11.7,2,2481.0,0
Semur-en-Vallon,52 - Pays de la Loire,444,21.0,29.35,19970.0,7.2,0,444.0,0
Manonville,44 - Grand Est,238,19.1,25.24,22540.0,7.5,0,238.0,0
Betton-Bettonet,84 - Auvergne-Rhône-Alpes,311,16.7,91.2,24040.0,10.6,0,311.0,0
Haucourt-en-Cambrésis,32 - Hauts-de-France,195,19.7,54.62,20760.0,9.4,0,195.0,0
Dalou,76 - Occitanie,774,19.2,101.04,21200.0,8.8,0,774.0,0
Longnes,11 - Île-de-France,1475,13.3,107.19,26740.0,12.6,0,1475.0,0
Chuignes,32 - Hauts-de-France,136,21.6,29.82,18350.0,9.3,0,136.0,0
Gaas,75 - Nouvelle-Aquitaine,486,19.8,53.23,19970.0,10.3,0,486.0,0
La Ville-ès-Nonais,53 - Bretagne,1222,16.9,281.57,22970.0,10.0,0,1222.0,0
Sardan,76 - Occitanie,319,17.8,51.12,23430.0,9.0,0,319.0,0
Quintigny,27 - Bourgogne-Franche-Comté,252,17.8,69.04,23980.0,7.9,0,252.0,0
Bénaix,76 - Occitanie,149,21.7,10.15,18740.0,8.3,0,149.0,0
Morville-en-Beauce,24 - Centre-Val de Loire,167,14.5,15.15,26780.0,11.6,0,167.0,0
Chaux-la-Lotière,27 - Bourgogne-Franche-Comté,457,17.1,51.46,24070.0,9.4,0,457.0,0
Arraincourt,44 - Grand Est,125,22.4,26.37,17530.0,8.8,0,125.0,0
Bâgé-Dommartin,84 - Auvergne-Rhône-Alpes,4078,16.2,71.71,23020.0,8.5,0,4078.0,0
Mureaumont,32 - Hauts-de-France,156,19.7,32.91,20780.0,9.5,0,156.0,0
Saint-Cirq,76 - Occitanie,553,19.0,34.65,21920.0,8.5,0,553.0,0
Préaux,24 - Centre-Val de Loire,163,22.0,5.01,19170.0,6.6,0,163.0,0
Gavarret-sur-Aulouste,76 - Occitanie,140,20.1,16.71,20880.0,8.3,0,140.0,0
Ravel,84 - Auvergne-Rhône-Alpes,747,18.7,74.48,22140.0,8.4,0,747.0,0
Marsaz,84 - Auvergne-Rhône-Alpes,731,18.1,81.68,23090.0,8.1,0,731.0,0
Planquery,28 - Normandie,243,22.1,16.91,18110.0,8.3,0,243.0,0
Maupas,76 - Occitanie,202,20.0,20.51,20860.0,8.5,0,202.0,0
Val d'Arry,28 - Normandie,2305,16.5,93.93,23420.0,9.4,0,2305.0,0
Elven,53 - Bretagne,6173,16.1,96.38,21460.0,8.7,0,6173.0,0
Les Essards,75 - Nouvelle-Aquitaine,704,19.7,72.88,20630.0,8.8,0,704.0,0
Bucy-le-Roi,24 - Centre-Val de Loire,174,18.0,37.99,22990.0,9.6,0,174.0,0
Muille-Villette,32 - Hauts-de-France,839,20.5,128.48,19230.0,9.0,0,839.0,0
Bry,32 - Hauts-de-France,418,15.0,145.14,26510.0,9.8,0,418.0,0
Cauchy-à-la-Tour,32 - Hauts-de-France,2768,19.2,884.35,17970.0,8.8,0,2768.0,0
Béard,27 - Bourgogne-Franche-Comté,167,20.4,21.66,20490.0,8.2,0,167.0,0
Chasteaux,75 - Nouvelle-Aquitaine,752,17.2,40.11,23880.0,9.1,0,752.0,0
La Villeneuve-en-Chevrie,11 - Île-de-France,649,14.3,55.05,26100.0,12.6,0,649.0,0
Cessieu,84 - Auvergne-Rhône-Alpes,3053,16.2,212.75,23200.0,9.0,0,3053.0,0
La Vacquerie-et-Saint-Martin-de-Castries,76 - Occitanie,189,23.7,4.39,15820.0,8.7,0,189.0,0
Raucourt-au-Bois,32 - Hauts-de-France,167,19.2,160.58,21000.0,9.8,0,167.0,0
Gragnague,76 - Occitanie,1853,13.4,142.1,26970.0,11.1,0,1853.0,0
Minorville,44 - Grand Est,230,19.6,18.18,21670.0,7.9,0,230.0,0
Bray-Saint-Aignan,24 - Centre-Val de Loire,1734,16.6,66.28,23560.0,9.8,0,1734.0,0
Andrézieux-Bouthéon,84 - Auvergne-Rhône-Alpes,9740,19.3,598.28,20780.0,9.9,5,1623.3333333333333,1
La Villeneuve-Bellenoye-et-la-Maize,27 - Bourgogne-Franche-Comté,139,19.4,15.09,22110.0,7.7,0,139.0,0
Saint-Bauzile,84 - Auvergne-Rhône-Alpes,314,19.0,44.54,21960.0,8.7,0,314.0,0
Ambrumesnil,28 - Normandie,470,18.7,91.44,21700.0,9.6,0,470.0,0
Saulcy-sur-Meurthe,44 - Grand Est,2326,19.1,142.09,20770.0,7.4,0,2326.0,0
Benqué-Molère,76 - Occitanie,130,17.8,34.3,23830.0,8.5,0,130.0,0
Fontaines-sur-Marne,44 - Grand Est,147,21.2,22.72,19660.0,7.7,0,147.0,0
Crœttwiller,44 - Grand Est,178,17.7,69.8,23750.0,8.7,0,178.0,0
