site_id,siret,enseigne,raison_sociale,groupe,adresse,code_postal,code_insee,commune_rpps,secteur,n_praticiens,n_salaries,n_titulaires,nom_site,retail,type,code_insee_geo,commune,region,population_2023,part_65_plus_pct,revenu_median_uc,nb_audioprothesistes_2026,lat,lon,dist_audio_km,apl,n_sites_commune,concurrents_10km,concurrents_20km,concurrents_30km,dist_concurrent_km,bande_concurrence,alternatives_10km,memes_enseigne_10km,alternatives_20km,memes_enseigne_20km,bande_alt10,nb_audio_2022_commune,entrant_commune
R10100000688542,32282745200028,,JEUNET OPTIQUE AUDITION,Indépendant / autre,Rue DE LA FAUCONNIERE,38170,38485,Seyssinet-Pariset,Appareillage médical,1,1,0,JEUNET OPTIQUE AUDITION,True,indépendant,38485,Seyssinet-Pariset,84 - Auvergne-Rhône-Alpes,11739.0,24.67,27900.0,4.0,45.1724298245614,5.66124403508772,0.0,103.67366100647634,3,41.0,59.0,80.0,0.0,10+,28,0,42,0,10+,3.0,False
R10100000688544,32282745200077,,JEUNET OPTIQUE AUDITION,Indépendant / autre,15 Place JEAN MONNET,38640,38111,Claix,Appareillage médical,2,2,0,JEUNET OPTIQUE AUDITION,True,indépendant,38111,Claix,84 - Auvergne-Rhône-Alpes,7836.0,23.49,33250.0,2.0,45.115624375,5.653193281249999,0.0,96.6532148953864,1,34.0,52.0,79.0,3.2,10+,27,0,36,0,10+,1.0,False
R10100000688550,32299366800027,AUDIKA,AUDIO ACOUSTIQUE SUD,Audika,8 Rue DE LA REPUBLIQUE,13001,13201,Marseille 1er Arrondissement,Appareillage médical,1,1,0,AUDIKA,True,enseigne nationale,13055,Marseille,,37599.0,15.32,,9.0,43.28705,5.38647,0.0,,6,141.0,198.0,269.0,0.0,10+,104,8,132,14,10+,,False
R10100000688552,32299730500147,CENTRE ACOUSTIQUE MEDICALE,COMPAGNIE  FRANCAISE  D AUDIOLOGIE,Indépendant / autre,7 EN BONNE RUELLE,57000,57463,Metz,Appareillage médical,1,1,0,CENTRE ACOUSTIQUE MEDICALE,True,indépendant,57463,Metz,44 - Grand Est,122572.0,17.53,23070.0,18.0,49.10841923076923,6.19422858974359,0.0,68.38665442188714,18,24.0,42.0,71.0,0.0,10+,15,0,25,0,10+,17.0,False
R10100000688568,32311585700050,,LABORATOIRE DE CORRECTION AUDITIVE SARL,Indépendant / autre,31 Avenue DE BIARRITZ,64600,64024,Anglet,Appareillage médical,1,0,0,LABORATOIRE DE CORRECTION AUDITIVE SARL,True,indépendant,64024,Anglet,75 - Nouvelle-Aquitaine,43271.0,30.07,28510.0,7.0,43.48639709090909,-1.5107819999999998,0.0,102.8013229382244,6,32.0,57.0,66.0,0.0,10+,23,0,30,0,10+,5.0,False
R10100000688569,32311585700068,TARNOS AUDITION,LABORATOIRE DE CORRECTION AUDITIVE SARL,Indépendant / autre,17 B Boulevard JACQUES DUCLOS,40220,40312,Tarnos,Appareillage médical,1,0,1,TARNOS AUDITION,True,indépendant,40312,Tarnos,75 - Nouvelle-Aquitaine,12957.0,23.07,26640.0,2.0,43.52674738636364,-1.4544765909090909,0.0,101.74276638827963,2,29.0,54.0,68.0,0.0,10+,20,0,31,0,10+,2.0,False
R10100000688571,32311585700084,AUDILAB,LABORATOIRE DE CORRECTION AUDITIVE SARL,Audilab,7 Rue DE LA PALINETTE,40130,40065,Capbreton,Appareillage médical,1,0,1,AUDILAB,True,enseigne nationale,40065,Capbreton,75 - Nouvelle-Aquitaine,9184.0,35.42,27860.0,5.0,43.63065057692308,-1.4217298076923075,0.0,80.00717940254785,5,11.0,42.0,59.0,0.0,10+,9,0,26,2,3-9,3.0,False
R10100000688572,32311585700092,AMIKUZE AUDITION,LABORATOIRE DE CORRECTION AUDITIVE SARL,Indépendant / autre,24 Rue GAMBETTA,64120,64493,Saint-Palais,Appareillage médical,1,0,0,AMIKUZE AUDITION,True,indépendant,64493,,75 - Nouvelle-Aquitaine,2204.0,32.71,23980.0,2.0,43.31589410714286,-1.0399139285714285,0.0,69.1517276188507,2,1.0,6.0,26.0,0.0,10+,1,0,6,0,1-2,,False
R10100000688573,32311585700100,,LABORATOIRE DE CORRECTION AUDITIVE SARL,Indépendant / autre,5 Rue DU TEMPLE,64100,64102,Bayonne,Appareillage médical,2,1,1,LABORATOIRE DE CORRECTION AUDITIVE SARL,True,indépendant,64102,Bayonne,75 - Nouvelle-Aquitaine,54306.0,21.36,24810.0,16.0,43.48537252747253,-1.4673376923076922,0.0,103.32511339981494,12,34.0,57.0,66.0,0.0,10+,24,0,30,0,10+,8.0,False
R10100000688579,31808311009350,AMPLIFON,AMPLIFON FRANCE,Amplifon,25 Rue GAMBETTA,42500,42044,Le Chambon-Feugerolles,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,42044,Le Chambon-Feugerolles,84 - Auvergne-Rhône-Alpes,12314.0,23.69,20930.0,1.0,45.3863588095238,4.337392619047619,0.0,75.43565468903049,1,29.0,51.0,63.0,3.7,10+,22,3,37,4,10+,1.0,False
R10100000688580,31808311009368,AMPLIFON,AMPLIFON FRANCE,Amplifon,8 Rue D'ANTONY,91370,91645,Verrières-le-Buisson,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,91645,Verrières-le-Buisson,11 - Île-de-France,15057.0,24.66,41260.0,2.0,48.75020211538461,2.252752692307692,0.0,105.30568223908992,2,149.0,844.0,1206.0,0.0,10+,102,10,527,62,10+,1.0,False
R10100000688581,31808311009384,AMPLIFON,AMPLIFON FRANCE,Amplifon,45 Rue ALBERT THOMAS,53000,53130,Laval,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,53130,Laval,52 - Pays de la Loire,49400.0,22.43,24120.0,18.0,48.06395961165049,-0.7679581553398058,0.0,107.11216807430982,11,14.0,15.0,30.0,0.0,10+,10,1,10,1,10+,10.0,False
R10100000688582,31808311009392,AMPLIFON,AMPLIFON FRANCE,Amplifon,1 Rue PIERRE CORNEILLE,27700,27016,Les Andelys,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,27016,Les Andelys,28 - Normandie,7706.0,23.2,23000.0,3.0,49.24914743801653,1.4229608264462807,0.0,47.62043047489511,2,1.0,22.0,44.0,0.0,10+,1,0,16,2,1-2,2.0,False
R10100000688586,31808311009442,AMPLIFON,AMPLIFON FRANCE,Amplifon,28 Cours DU MARECHAL LECLERC,17100,17415,Saintes,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,17415,Saintes,75 - Nouvelle-Aquitaine,25363.0,30.93,24560.0,11.0,45.74219645390071,-0.6558728368794327,0.0,59.08765151781858,10,10.0,10.0,27.0,0.0,10+,10,0,10,0,10+,7.0,False
R10100000688587,31808311009475,AMPLIFON,AMPLIFON FRANCE,Amplifon,Rue DU GENERAL DE GAULLE,68440,68118,Habsheim,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,68118,Habsheim,44 - Grand Est,5076.0,20.42,32200.0,1.0,47.7274027586207,7.419468965517241,0.0,74.85925654838574,1,18.0,34.0,43.0,2.6,10+,13,1,19,3,10+,1.0,False
R10100000688590,31808311009509,AMPLIFON,AMPLIFON FRANCE,Amplifon,10 Cours DE LA REPUBLIQUE,11400,11076,Castelnaudary,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,11076,Castelnaudary,76 - Occitanie,12151.0,23.96,22270.0,5.0,43.32614235294119,1.9574580392156864,0.0,56.045659664413606,4,3.0,8.0,15.0,0.0,10+,3,0,7,1,3-9,4.0,False
R10100000688592,31808311009525,AMPLIFON,AMPLIFON FRANCE,Amplifon,3 Rue BERNARD,01000,01053,Bourg-en-Bresse,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,01053,Bourg-en-Bresse,84 - Auvergne-Rhône-Alpes,42372.0,22.85,22480.0,19.0,46.20601670588235,5.248462588235294,0.0,93.93824595244772,11,14.0,17.0,29.0,0.0,10+,12,0,14,0,10+,11.0,False
R10100000688593,31808311009533,AMPLIFON,AMPLIFON FRANCE,Amplifon,Avenue JEAN MOULIN,66160,66024,Le Boulou,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,66024,Le Boulou,76 - Occitanie,5487.0,33.29,22270.0,4.0,42.52365553571428,2.83654375,0.0,69.19629471623242,4,7.0,35.0,78.0,0.0,10+,7,1,22,5,3-9,2.0,False
R10100000688594,31808311009541,AMPLIFON,AMPLIFON FRANCE,Amplifon,9 Rue JEAN MOULIN,63300,63430,Thiers,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,63430,Thiers,84 - Auvergne-Rhône-Alpes,11637.0,26.51,21650.0,7.0,45.86518796747967,3.5390066666666664,0.0,37.89777936244407,4,3.0,4.0,16.0,0.0,10+,3,0,4,0,3-9,4.0,False
R10100000688595,31808311009558,AMPLIFON,AMPLIFON FRANCE,Amplifon,102 Avenue FRANCOIS MITTERRAND,13170,13071,Les Pennes-Mirabeau,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,13071,Les Pennes-Mirabeau,93 - Provence-Alpes-Côte d'Azur,22537.0,22.74,29730.0,3.0,43.399426600000005,5.323055900000001,0.0,103.29144312716306,3,24.0,223.0,269.0,0.0,10+,17,2,144,19,10+,3.0,False
R10100000688596,31808311009574,AMPLIFON,AMPLIFON FRANCE,Amplifon,18 Rue DE L'EGLISE,17580,17051,Le Bois-Plage-en-Ré,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,17051,Le Bois-Plage-en-Ré,75 - Nouvelle-Aquitaine,2125.0,43.74,30590.0,1.0,46.18172787234043,-1.3728729787234042,0.0,58.05392160372914,1,2.0,33.0,41.0,2.0,10+,2,0,24,4,1-2,1.0,False
R10100000688597,31808311009582,AMPLIFON,AMPLIFON FRANCE,Amplifon,101 Rue NATIONALE,57600,57227,Forbach,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,57227,Forbach,44 - Grand Est,20493.0,21.73,19530.0,6.0,49.19216955882353,6.8963261764705885,0.0,60.54753681392994,4,8.0,24.0,28.0,0.0,10+,8,1,22,1,3-9,4.0,False
R10100000688600,31808311009616,AMPLIFON,AMPLIFON FRANCE,Amplifon,56 Avenue D'ANGOULEME,16100,16089,Châteaubernard,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,16089,Châteaubernard,75 - Nouvelle-Aquitaine,3878.0,29.35,26840.0,5.0,45.67658045454545,-0.3140859090909091,0.0,63.31292594832997,4,7.0,8.0,28.0,0.0,10+,5,1,6,1,3-9,3.0,False
R10100000688601,31808311009632,AMPLIFON,AMPLIFON FRANCE,Amplifon,29 Rue GEORGES CLEMENCEAU,25200,25388,Montbéliard,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,25388,Montbéliard,27 - Bourgogne-Franche-Comté,24672.0,22.45,21000.0,13.0,47.51849420289855,6.789398840579709,0.0,75.01768554470699,12,20.0,36.0,40.0,0.0,10+,16,2,23,5,10+,7.0,False
R10100000688602,31808311009640,AMPLIFON,AMPLIFON FRANCE,Amplifon,24 Place DU GENERAL DE GAULLE,25150,25463,Pont-de-Roide-Vermondans,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,25463,Pont-de-Roide-Vermondans,27 - Bourgogne-Franche-Comté,3912.0,29.84,25190.0,2.0,47.38345169491525,6.763806271186441,0.0,53.643230131181504,2,1.0,23.0,37.0,0.0,10+,1,0,15,3,1-2,0.0,True
R10100000688603,31808311009657,AMPLIFON,AMPLIFON FRANCE,Amplifon,7 Avenue DU HUIT MAI 1945,63118,63063,Cébazat,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,63063,Cébazat,84 - Auvergne-Rhône-Alpes,8953.0,28.16,26920.0,1.0,45.83075142857143,3.102954761904761,0.0,80.45013174410133,1,31.0,45.0,50.0,4.5,10+,21,3,28,5,10+,2.0,False
R10100000688604,31808311009665,AMPLIFON,AMPLIFON FRANCE,Amplifon,3 Cheminement DE LA LISSANDRE,63430,63284,Pont-du-Château,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,63284,Pont-du-Château,84 - Auvergne-Rhône-Alpes,12412.0,19.14,26860.0,1.0,45.79665161764706,3.235745588235294,0.0,92.03625627278018,1,24.0,47.0,58.0,4.3,10+,18,2,29,5,10+,1.0,False
R10100000688608,31808311009707,AMPLIFON,AMPLIFON FRANCE,Amplifon,28 Rue D'ASSAS,75006,75106,Paris 6e  Arrondissement,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,75056,Paris,,40389.0,24.99,,12.0,48.85022,2.36163,0.0,,9,621.0,1063.0,1248.0,0.0,10+,415,49,672,84,10+,,False
R10100000688609,31808311009715,AMPLIFON,AMPLIFON FRANCE,Amplifon,195 Rue DE VAUGIRARD,75015,75115,Paris 15e  Arrondissement,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,75056,Paris,,229713.0,18.51,,37.0,48.85022,2.36163,0.0,,29,621.0,1063.0,1248.0,0.0,10+,415,49,672,84,10+,,False
R10100000688613,31808311009772,AMPLIFON,AMPLIFON FRANCE,Amplifon,3 Rue DU LINKLING,57180,57666,Terville,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,57666,Terville,44 - Grand Est,7801.0,17.4,27360.0,2.0,49.34615815789473,6.133827894736842,0.0,53.73173054870726,2,17.0,31.0,57.0,0.0,10+,12,2,15,4,10+,2.0,False
R10100000688617,31808311009814,AMPLIFON,AMPLIFON FRANCE,Amplifon,40 Rue DES BARONS DE FLECKENSTEIN,67250,67474,Soultz-sous-Forêts,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,67474,Soultz-sous-Forêts,44 - Grand Est,3121.0,21.79,27310.0,1.0,48.94560903508772,7.871418684210526,0.0,59.68539345681365,1,0.0,17.0,25.0,10.3,10+,0,0,14,1,0,1.0,False
R10100000688618,31808311009822,,AMPLIFON FRANCE,Amplifon,7 Rue RAYMOND POINCARE,67170,67067,Brumath,Appareillage médical,1,1,0,AMPLIFON FRANCE,True,enseigne nationale,67067,Brumath,44 - Grand Est,10499.0,22.21,28310.0,4.0,48.72670206185567,7.715591443298969,0.0,97.79944359383776,3,8.0,78.0,103.0,0.0,10+,8,0,49,5,3-9,3.0,False
R10100000688619,31808311009830,AMPLIFON,AMPLIFON FRANCE,Amplifon,14 Place DE L'HOTEL DE VILLE,67150,67130,Erstein,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,67130,Erstein,44 - Grand Est,10790.0,19.64,26730.0,3.0,48.42161642105263,7.680905684210526,0.0,77.6661278742967,2,3.0,63.0,95.0,0.0,10+,3,0,42,4,3-9,3.0,False
R10100000688621,31808311009855,,AMPLIFON FRANCE,Amplifon,14 Rue RAYMOND POINCARE,67240,67046,Bischwiller,Appareillage médical,1,1,0,AMPLIFON FRANCE,True,enseigne nationale,67046,Bischwiller,44 - Grand Est,12242.0,21.12,23070.0,4.0,48.75553,7.861625945945946,0.0,66.10282522679603,3,4.0,31.0,85.0,0.0,10+,4,0,23,3,3-9,2.0,False
R10100000688622,31808311009863,,AMPLIFON FRANCE,Amplifon,8 Rue DU CHATEAU,67500,67180,Haguenau,Appareillage médical,1,1,0,AMPLIFON FRANCE,True,enseigne nationale,67180,Haguenau,44 - Grand Est,36391.0,19.0,25850.0,13.0,48.84303219251337,7.81240128342246,0.0,70.38908138412181,8,10.0,21.0,44.0,0.0,10+,8,0,16,3,3-9,6.0,False
R10100000688623,31808311009871,,AMPLIFON FRANCE,Amplifon,128 Route DE BISCHWILLER,67300,67447,Schiltigheim,Appareillage médical,1,1,0,AMPLIFON FRANCE,True,enseigne nationale,67447,Schiltigheim,44 - Grand Est,34708.0,15.42,21940.0,11.0,48.61531945054945,7.75376197802198,0.0,104.8342772737948,9,58.0,75.0,103.0,0.0,10+,40,2,49,5,10+,6.0,False
R10100000688626,31808311009913,AMPLIFON,AMPLIFON FRANCE,Amplifon,4 Rue DE L'HOTEL DE VILLE,25200,25388,Montbéliard,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,25388,Montbéliard,27 - Bourgogne-Franche-Comté,24672.0,22.45,21000.0,13.0,47.51849420289855,6.789398840579709,0.0,75.01768554470699,12,20.0,36.0,40.0,0.0,10+,16,2,23,5,10+,7.0,False
R10100000688627,31808311009921,AMPLIFON,AMPLIFON FRANCE,Amplifon,118 Cours GAMBETTA,69007,69387,Lyon 7e  Arrondissement,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,69123,Lyon,,88326.0,11.31,,14.0,45.76332,4.82758,0.0,,11,173.0,241.0,294.0,0.0,10+,100,18,131,27,10+,,False
R10100000688628,31808311009939,AMPLIFON,AMPLIFON FRANCE,Amplifon,6 Rue DES VASES,14600,14333,Honfleur,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,14333,Honfleur,28 - Normandie,6640.0,24.46,23080.0,2.0,49.40977935483872,0.2278952688172043,0.0,70.58831582323843,2,4.0,31.0,55.0,0.0,10+,4,0,26,3,3-9,1.0,False
R10100000688629,31808311009947,AMPLIFON,AMPLIFON FRANCE,Amplifon,79 Rue DU FAUCIGNY,74700,74256,Sallanches,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,74256,Sallanches,84 - Auvergne-Rhône-Alpes,17319.0,21.58,28720.0,5.0,45.9375735678392,6.612108492462312,0.0,58.18592500294563,6,5.0,13.0,27.0,0.0,10+,5,0,11,1,3-9,5.0,False
R10100000688630,31808311009954,AMPLIFON,AMPLIFON FRANCE,Amplifon,53 GRANDE RUE,71500,71263,Louhans,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,71263,Louhans,27 - Bourgogne-Franche-Comté,6446.0,34.76,23890.0,4.0,46.6328308,5.2386170000000005,0.0,53.30609843367001,4,3.0,4.0,21.0,0.0,10+,3,0,3,0,3-9,4.0,False
R10100000688631,31808311009962,AMPLIFON,AMPLIFON FRANCE,Amplifon,4 Rue PAUL BELLAMY,44000,44109,Nantes,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,44109,Nantes,52 - Pays de la Loire,327734.0,14.34,26720.0,43.0,47.23668196078432,-1.5452984967320262,0.0,91.2339931296382,31,65.0,80.0,98.0,0.0,10+,34,6,41,8,10+,28.0,False
R10100000688632,31808311009970,AMPLIFON,AMPLIFON FRANCE,Amplifon,5 Rue EMILE ROCHE,59940,59212,Estaires,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,59212,Estaires,32 - Hauts-de-France,6525.0,19.09,24530.0,5.0,50.65467541666667,2.7222002083333336,0.0,67.59474495460421,4,14.0,45.0,163.0,0.0,10+,14,0,36,2,10+,1.0,False
R10100000688633,31808311009988,AMPLIFON,AMPLIFON FRANCE,Amplifon,1 Boulevard GENERAL LECLERC,83300,83050,Draguignan,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,83050,Draguignan,93 - Provence-Alpes-Côte d'Azur,40826.0,21.84,23900.0,12.0,43.53639459183674,6.451448673469387,0.0,73.76830687443105,9,10.0,21.0,50.0,0.0,10+,10,0,18,1,10+,6.0,False
R10100000688634,31808311009996,AMPLIFON,AMPLIFON FRANCE,Amplifon,7 Avenue DU PUIG DEL MAS,66650,66016,Banyuls-sur-Mer,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,66016,Banyuls-sur-Mer,76 - Occitanie,4496.0,42.41,25280.0,1.0,42.46353261261262,3.1061322522522525,0.0,42.64003830794738,1,8.0,14.0,35.0,4.5,10+,7,0,11,1,3-9,0.0,True
R10100000688635,31808311010002,AMPLIFON,AMPLIFON FRANCE,Amplifon,9 Rue CAMILLE DESMOULINS,66000,66136,Perpignan,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,66136,Perpignan,76 - Occitanie,121616.0,22.42,19110.0,30.0,42.69836662650602,2.8964743373493977,0.0,98.15510326464432,26,50.0,64.0,83.0,0.0,10+,36,4,44,6,10+,17.0,False
R10100000688636,31808311010010,AMPLIFON,AMPLIFON FRANCE,Amplifon,71 Rue NATIONALE,56300,56178,Pontivy,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,56178,Pontivy,53 - Bretagne,14640.0,23.39,24460.0,11.0,48.0719764,-2.9716143,0.0,82.76290502221869,10,9.0,14.0,20.0,0.0,10+,8,0,13,0,3-9,7.0,False
R10100000688637,31808311010028,AMPLIFON,AMPLIFON FRANCE,Amplifon,72 Avenue DE LA REPUBLIQUE,39300,39097,Champagnole,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,39097,Champagnole,27 - Bourgogne-Franche-Comté,8036.0,30.37,24520.0,8.0,46.74031226804123,5.892381237113403,0.0,96.61131586340152,5,4.0,6.0,21.0,0.0,10+,4,0,6,0,3-9,4.0,False
R10100000688638,31808311010036,AMPLIFON,AMPLIFON FRANCE,Amplifon,50 Route DE CLISSON,44200,44109,Nantes,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,44109,Nantes,52 - Pays de la Loire,327734.0,14.34,26720.0,43.0,47.23668196078432,-1.5452984967320262,0.0,91.2339931296382,31,65.0,80.0,98.0,0.0,10+,34,6,41,8,10+,28.0,False
R10100000688639,31808311010044,AMPLIFON,AMPLIFON FRANCE,Amplifon,1 Rue DU RAFFUNEAU,44700,44114,Orvault,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,44114,Orvault,52 - Pays de la Loire,28534.0,21.03,30410.0,6.0,47.27563448979591,-1.6279183673469388,0.0,85.21810384142925,6,51.0,78.0,96.0,0.0,10+,28,6,40,8,10+,5.0,False
R10100000688642,31808311010077,AMPLIFON,AMPLIFON FRANCE,Amplifon,6 Rue NOTRE-DAME,42600,42147,Montbrison,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,42147,Montbrison,84 - Auvergne-Rhône-Alpes,16123.0,24.51,25330.0,11.0,45.59996911392405,4.0651401265822775,0.0,72.50034250021574,7,6.0,25.0,36.0,0.0,10+,6,0,18,2,3-9,5.0,False
R10100000688645,31808311010101,AMPLIFON,AMPLIFON FRANCE,Amplifon,19 Place DE LA REPUBLIQUE,83320,83034,Carqueiranne,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,83034,Carqueiranne,93 - Provence-Alpes-Côte d'Azur,9408.0,38.47,30680.0,2.0,43.096055846153845,6.070489076923076,0.0,73.71215261825796,2,16.0,71.0,96.0,0.0,10+,13,1,37,7,10+,3.0,False
R10100000688647,31808311010127,AMPLIFON,AMPLIFON FRANCE,Amplifon,9 Avenue DU GENERAL DE GAULLE,05100,05023,Briançon,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,05023,Briançon,93 - Provence-Alpes-Côte d'Azur,11411.0,21.47,24890.0,2.0,44.89534490740742,6.647424722222222,0.0,34.11955980094456,2,1.0,1.0,1.0,0.0,1-2,1,0,1,0,1-2,1.0,False
R10100000688648,31808311010135,AMPLIFON,AMPLIFON FRANCE,Amplifon,22 Avenue ADRIEN TREUILLE,86100,86066,Châtellerault,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,86066,Châtellerault,75 - Nouvelle-Aquitaine,31003.0,27.74,22430.0,8.0,46.81740990566038,0.5549790566037736,0.0,64.99859352626734,9,8.0,9.0,40.0,0.0,10+,5,0,5,0,3-9,8.0,False
R10100000688649,31808311010143,AMPLIFON,AMPLIFON FRANCE,Amplifon,20 Allee DE L'EMPEREUR,82000,82121,Montauban,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,82121,Montauban,76 - Occitanie,62945.0,22.31,24600.0,23.0,44.02219205405406,1.3660573513513514,0.0,105.95909617033826,16,16.0,24.0,44.0,0.0,10+,13,0,19,2,10+,8.0,False
R10100000688650,31808311010150,AMPLIFON,AMPLIFON FRANCE,Amplifon,10 Avenue D'ALSACE,68700,68063,Cernay,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,68063,Cernay,44 - Grand Est,12057.0,20.5,25440.0,6.0,47.7957101754386,7.178275087719298,0.0,59.06392753860031,3,7.0,33.0,42.0,0.0,10+,6,0,19,2,3-9,2.0,False
R10100000688651,31808311010168,AMPLIFON,AMPLIFON FRANCE,Amplifon,79 Place DES MARRONNIERS,74420,74037,Boëge,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,74037,Boëge,84 - Auvergne-Rhône-Alpes,1983.0,17.98,35710.0,1.0,46.21526446153845,6.391624923076923,0.0,104.16545847652914,1,3.0,30.0,60.0,5.7,10+,3,1,24,3,3-9,0.0,True
R10100000688652,31808311010176,AMPLIFON,AMPLIFON FRANCE,Amplifon,11 Place ALSACE-LORRAINE,56100,56121,Lorient,Appareillage médical,4,4,0,AMPLIFON,True,enseigne nationale,56121,Lorient,53 - Bretagne,58329.0,22.79,23810.0,19.0,47.751646176470594,-3.379137794117647,0.0,90.31145467747814,14,32.0,40.0,46.0,0.0,10+,23,1,25,2,10+,11.0,False
R10100000688655,31808311010200,AMPLIFON,AMPLIFON FRANCE,Amplifon,14 Rue CARNOT,54190,54580,Villerupt,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,54580,Villerupt,44 - Grand Est,10102.0,19.75,25320.0,1.0,49.46731340425533,5.926500638297873,0.0,35.94229733653463,1,0.0,13.0,29.0,11.0,10+,0,0,10,2,0,1.0,False
R10100000688659,31808311010242,AMPLIFON,AMPLIFON FRANCE,Amplifon,Route DE PAUILLAC,33290,33322,Le Pian-Médoc,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,33322,Le Pian-Médoc,75 - Nouvelle-Aquitaine,7292.0,19.08,30350.0,4.0,44.96035622222222,-0.6579844444444445,0.0,100.9551057124718,3,14.0,122.0,158.0,0.0,10+,13,0,68,7,10+,0.0,True
R10100000688660,31808311010267,AMPLIFON,AMPLIFON FRANCE,Amplifon,61 Avenue JEAN JAURES,33600,33318,Pessac,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,33318,Pessac,75 - Nouvelle-Aquitaine,67339.0,17.42,28840.0,12.0,44.79715423076923,-0.6619888461538461,0.0,133.56687880007,10,90.0,137.0,174.0,0.0,10+,54,6,80,7,10+,6.0,False
R10100000688662,31808311010283,AMPLIFON,AMPLIFON FRANCE,Amplifon,6 Rue DU GENERAL LECLERC,80000,80021,Amiens,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,80021,Amiens,32 - Hauts-de-France,136449.0,16.09,21400.0,25.0,49.89457206666666,2.290138066666666,0.0,100.79425361665226,18,25.0,32.0,44.0,0.0,10+,22,0,26,0,10+,12.0,False
R10100000688663,31808311010291,AMPLIFON,AMPLIFON FRANCE,Amplifon,13 Boulevard DES REMPARTS,30170,30263,Saint-Hippolyte-du-Fort,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,30263,Saint-Hippolyte-du-Fort,76 - Occitanie,3737.0,29.02,21540.0,1.0,43.95844688888889,3.851622111111111,0.0,66.07184136408456,1,0.0,9.0,30.0,11.8,10+,0,0,9,1,0,1.0,False
R10100000688665,31808311010325,AMPLIFON,AMPLIFON FRANCE,Amplifon,6 Rue DU MARCHE,51300,51649,Vitry-le-François,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,51649,Vitry-le-François,44 - Grand Est,10996.0,25.31,19670.0,4.0,48.73175441860465,4.591202325581396,0.0,45.90501331062495,5,4.0,4.0,13.0,0.0,10+,4,0,4,0,3-9,0.0,True
R10100000688666,31808311010333,AMPLIFON,AMPLIFON FRANCE,Amplifon,90 Rue CHANZY,51800,51507,Sainte-Menehould,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,51507,Sainte-Menehould,44 - Grand Est,4146.0,31.06,23170.0,2.0,49.08005481818181,4.930135454545455,0.0,35.70415853575268,2,1.0,1.0,1.0,0.0,1-2,1,0,1,0,1-2,2.0,False
